	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
307	zntRALE	PM01	E10	M9 minimal media no C source	R2	Maltotriose	C01835	CAS 1109-28-0	11.0	11.0	12.8772	16.6029	13.6168	22.8409	31.0146	41.1073	48.444	60.5065	66.5202	75.8773	78.9911	84.1398	91.3737	100.0537	102.1795	105.1035	105.3418	113.7428	127.9179	124.5969	133.7813	130.6218	133.7976	136.5472	143.3057	149.0652	153.2123	152.8172	158.6678	160.2544	159.4979	164.6172	167.9295	166.982	171.492	172.1925	177.6786	177.7673	175.1891	177.0146	180.3894	181.0713	184.5139	183.0544	186.4787	192.3278	193.5499	194.4157	202.3816	204.8776	201.1503	209.9225	214.8403	218.8406	220.4245	223.4198	224.6913	226.6304	230.4733	236.3468	237.2149	235.5065	238.1812	238.2612	241.956	238.843	241.6045	241.215	243.3727	242.4337	245.3656	243.9682	245.2209	249.874	246.1316	246.7216	242.9238	247.0753	247.4065	253.3414	247.4691	246.7949	248.9446	247.2858	252.3285	251.4209	249.1399	249.5959	251.0546	248.3661	249.978	249.1016	253.5334	250.6376	253.8617	252.7618	251.3295	253.5119	252.6969	250.8684	251.5255	254.3201	253.0551	252.8943	249.7276	250.2938	253.6181	251.5782	255.6281	250.9495	252.2639	254.8725	251.3318	254.8156	252.165	254.0359	253.4389	254.0447	255.3324	253.7791	252.3375	253.2663	252.025	250.8757	253.4551	252.6812	255.4998	253.8571	251.4941	252.0706	254.6297	252.9385	250.6909	253.0224	251.99	253.816	253.6637	250.9386	252.1188	254.5458	251.3917	252.9642	253.1508	251.9094	250.528	248.5618	252.2188	251.2859	249.6933	252.1375	251.7691	250.7675	249.4413	248.6704	251.9681	251.7148	251.0015	249.7035	251.2536	249.9072	249.1206	252.1024	248.0877	253.1582	247.3786	249.5276	249.5796	242.277	245.3715	246.9121	243.765	246.4487	245.583	249.2392	249.4514	248.3302	246.5317	249.3294	247.8223	248.6348	247.6859	249.2668	245.7745	248.1591	248.6385	247.7336	245.8404	241.5096	244.5748	243.2532	241.9133
308	zntRALE	PM01	E11	M9 minimal media no C source	R1	2`-Deoxyadenosine	C00559	CAS 16373-93-6	11.0	11.0	11.0	11.0	11.0	11.0	12.5525	13.1457	14.4249	19.9231	23.4917	27.3221	27.5278	39.5103	42.6596	48.8287	53.1446	60.1452	63.4195	70.3103	67.3862	63.863	84.7513	80.9434	90.7462	87.243	97.1123	96.9582	104.0237	100.891	101.0738	105.8738	108.9165	116.5146	120.8557	122.1422	132.9949	130.4877	133.7195	134.6611	144.5992	148.8969	153.7663	153.2707	160.2109	161.3195	169.0165	173.6933	171.9757	178.9806	184.9654	182.9974	187.8053	194.352	196.2386	198.5973	198.2435	201.8792	201.5916	206.4493	208.4497	210.5149	212.9051	210.6578	214.0478	212.0195	221.0894	218.6813	220.8166	217.9742	222.5303	222.6872	230.3752	229.9365	227.145	224.92	227.6086	227.5746	232.7433	229.4116	235.4652	236.7655	232.2516	236.188	234.9753	232.1557	235.4896	241.7874	238.4087	242.7923	240.0262	239.973	241.4646	243.6018	244.4763	242.2486	247.006	243.6218	247.8186	246.5162	247.9525	249.3767	247.0305	250.3478	246.1057	246.4153	249.539	244.7849	245.3771	248.2608	248.5939	247.104	246.8193	245.0529	243.1229	245.6877	247.2415	244.6198	249.2604	248.004	249.249	248.3279	247.5267	249.3163	245.9218	246.1468	244.1833	245.2949	246.3968	245.6868	244.1864	247.2767	249.5133	248.6027	246.0372	246.5657	248.0392	244.55	243.9266	245.8759	246.8449	243.5299	244.513	245.6311	245.8701	245.6599	245.0037	245.0228	245.2068	243.3812	247.4234	247.4894	244.1604	250.0605	243.7389	247.0412	245.4271	244.704	246.0063	246.7063	245.5924	247.1986	249.2652	247.2098	246.8396	247.5908	247.5409	245.5341	247.7853	247.3398	250.2987	247.1534	246.2605	246.1225	245.9604	246.3715	246.833	250.4791	246.9348	248.083	248.6331	248.6711	246.967	247.6937	249.9795	249.4945	247.4989	247.7794	246.6726	251.1927	250.7976	251.4821	249.9008
309	zntRALE	PM01	E11	M9 minimal media no C source	R2	2`-Deoxyadenosine	C00559	CAS 16373-93-6	11.0	11.0	12.0338	13.2053	13.8937	15.7219	19.0289	15.3403	19.669	25.3047	25.3174	34.5606	35.3316	42.9275	45.1456	59.9206	62.4257	63.2727	65.9202	76.2545	72.1793	81.7757	92.8997	88.3587	89.1392	87.8862	97.0134	111.0763	108.78	108.6706	112.3137	112.3908	123.2421	121.9622	125.676	132.134	132.4377	134.9847	142.6786	144.5751	146.5557	152.0014	153.1036	156.1514	164.5712	164.58	168.4345	169.4004	174.6992	183.0359	187.8927	188.6684	190.2939	191.3599	195.8255	196.499	198.8388	201.4415	199.1383	204.8277	205.5228	206.6713	207.2837	208.0321	209.6205	211.1507	213.0675	215.5966	216.1976	215.3631	221.154	214.1076	221.3435	213.9604	217.5616	219.0812	219.8172	220.8607	221.6045	221.6593	228.0078	226.7599	227.8582	228.5807	224.8681	229.6685	231.1023	231.6621	231.8784	231.6441	234.4186	235.5715	232.6365	232.792	236.8657	235.1217	237.9753	236.1609	238.868	239.3955	238.8492	239.547	239.0976	236.5701	240.5453	239.3901	236.2513	236.1446	234.3154	234.6724	239.2852	236.6711	238.353	235.1136	235.593	238.8442	234.4922	236.0813	235.4003	235.2408	234.9385	233.1962	232.3328	235.9081	237.2282	236.6445	236.4098	232.6905	236.0601	234.4751	232.9658	237.3016	235.521	232.7043	234.5176	231.646	233.5568	234.0995	232.5091	233.663	233.2278	232.6932	235.3875	234.1043	235.2675	233.347	233.5824	233.0784	237.6879	235.03	231.834	238.816	235.865	233.0637	239.4132	234.4007	235.3678	235.4813	232.9617	233.9964	235.2692	236.372	232.5307	235.8513	235.0507	233.7211	234.8586	236.0488	234.2937	233.5887	234.7951	232.2691	231.2328	232.817	230.4904	234.3413	233.9331	239.1102	234.2779	235.7071	233.5508	237.1535	233.1956	236.9052	234.9199	236.9926	238.0657	236.0546	239.3959	234.8945	236.8199	234.1202	233.8518
310	zntRALE	PM01	E12	M9 minimal media no C source	R1	Adenosine	C00212	CAS 58-61-7	16.0929	21.5402	22.2461	21.9608	22.6267	22.5268	27.1246	24.3377	24.8574	33.5312	36.1562	46.8758	47.4312	52.5652	58.1307	66.845	63.5032	63.0234	66.7912	73.7154	78.1117	81.2681	86.5808	96.9263	104.024	109.1285	117.9482	126.8617	129.0846	144.1259	141.5964	144.3485	147.7837	155.142	167.0317	167.1887	179.3533	181.6344	186.5955	194.0565	200.0628	198.8078	203.7343	205.898	211.2824	210.8501	207.6546	210.7389	213.6838	215.0037	219.3454	224.7251	221.0773	218.9042	219.4164	219.6448	220.1633	224.67	225.0191	224.4654	226.535	227.7571	226.8642	230.4607	230.0614	230.4964	229.32	231.6133	227.8077	227.8806	231.3761	228.8036	231.1463	230.1478	230.8604	230.7841	229.3788	231.0459	231.2496	231.5064	232.2937	229.3481	230.9755	229.301	231.9645	229.0221	231.6559	233.6613	232.7633	231.8623	232.7152	230.3548	237.0461	232.1886	238.2043	234.9277	236.4444	233.1047	236.8692	233.2313	232.6418	235.3783	232.6441	232.9284	234.9257	230.3855	228.5146	233.4781	230.3866	230.3016	229.5494	233.0058	229.4254	232.8544	230.7735	230.3075	230.4028	229.0175	231.0232	228.9007	230.3113	229.0779	233.1171	229.0929	231.9163	230.5962	230.4471	236.9718	232.0543	231.0329	227.0427	227.0496	228.3956	228.3194	228.0317	229.3649	227.8732	226.5971	227.6087	226.6047	228.5489	228.037	225.7148	226.486	225.8997	225.1406	232.6699	227.2497	227.7878	226.6277	224.3608	228.1176	226.158	232.6389	225.8555	226.3698	223.8863	224.0083	224.4712	224.7894	222.4081	228.6172	226.806	226.4194	225.0053	225.3906	225.743	225.445	222.1263	227.2853	224.2815	228.2838	228.2092	227.3676	226.3702	225.1931	226.4986	225.6124	223.0872	229.6204	222.4722	224.4376	224.1457	224.0835	228.9023	227.1079	225.6583	225.0086	225.2394	228.1035	227.8518	229.1266	228.3852
311	zntRALE	PM01	E12	M9 minimal media no C source	R2	Adenosine	C00212	CAS 58-61-7	18.7188	19.4329	20.9309	23.8223	20.4084	23.5037	25.2962	25.7753	29.9358	31.3139	33.6912	42.6503	47.5122	52.4747	58.3332	61.466	62.6114	74.3916	72.6779	77.2499	81.6148	86.5424	93.136	105.2098	109.2966	116.5729	122.0845	131.5103	131.3605	143.0895	145.1641	149.3186	154.8602	161.5662	169.4174	175.7525	178.9739	185.9258	190.1031	198.1063	202.3824	203.2387	205.5677	205.5518	210.3371	207.1173	211.0536	209.7612	214.3267	219.1479	220.2997	219.3445	217.1294	219.9192	219.7747	221.0933	221.7246	222.711	223.3737	220.8461	220.7415	222.7435	221.1324	223.6888	225.2889	227.8745	227.2896	227.3894	226.1533	227.51	227.6679	229.0044	230.645	227.929	229.8596	231.0395	227.7037	230.0157	227.1459	231.8493	234.4979	234.1563	228.3949	227.411	230.4459	228.3217	231.233	229.4032	229.6075	231.551	231.4428	233.3173	231.9488	230.8157	231.4593	233.3979	229.5028	232.4784	232.4997	230.4982	227.7434	231.8099	229.3362	232.9984	230.4025	233.3403	228.5576	229.2166	230.6275	232.4093	231.6767	231.6755	229.5253	228.2025	230.9738	232.4431	232.0906	230.9877	229.9671	230.4819	232.9521	229.2935	232.552	234.0975	232.5121	233.5636	237.0992	227.8586	232.0722	231.4668	235.9908	234.2859	230.7328	232.0418	233.0182	228.7099	236.3199	230.4961	232.2165	232.5076	236.0627	232.204	231.6379	236.0461	234.8405	234.1054	230.8178	229.1821	237.5597	230.0806	223.0446	233.12	233.7148	233.5724	237.8068	229.4972	236.0	232.5016	230.9512	232.2973	234.7836	235.3676	231.8333	231.4729	231.6918	235.5637	229.9999	232.7186	230.1096	221.684	222.8553	223.7677	220.6033	220.0288	222.4458	221.7765	231.8302	234.7703	230.0073	230.4088	230.96	232.4586	231.6997	232.6679	233.3067	231.8917	231.2957	231.237	238.7066	218.7175	224.7522	221.4732	218.3125
312	zntRALE	PM01	F01	M9 minimal media no C source	R1	Gly-Asp	C02871	CAS 4685-12-5	16.64	20.5253	15.8365	19.4275	19.1719	18.8535	21.9324	16.0061	22.6717	24.1022	28.9522	33.2252	34.5807	38.6625	40.0276	42.5664	48.3717	47.766	49.7412	56.9699	59.8021	65.1831	69.8204	73.8572	82.8485	85.8925	89.8035	99.8247	110.7499	107.9638	114.7926	114.0275	122.6124	119.8584	126.4951	130.1073	134.9328	136.868	136.5388	145.3028	149.9346	148.9573	156.6249	159.5434	163.603	167.6129	169.512	169.3514	172.3179	176.3476	179.3487	182.9308	188.9603	188.2496	190.1879	192.6113	192.3673	194.8913	197.0549	201.1591	205.5051	208.828	211.7578	207.9888	211.7731	214.407	217.8856	219.3934	220.5049	220.3523	221.6031	225.0823	228.5734	230.571	225.1337	232.4741	232.4767	234.681	237.9918	235.599	240.2121	239.2351	239.1589	240.9075	241.8509	246.2695	247.3288	251.6597	251.109	252.4591	250.9441	251.482	255.6335	253.3814	251.6225	254.9005	255.6142	257.0671	254.5559	257.5246	257.1385	259.3898	261.2224	264.3119	263.6936	262.2385	264.9432	263.85	262.2049	262.6715	262.9762	267.2437	262.8564	266.6838	266.161	262.8884	266.8001	267.9244	266.2097	267.4597	268.049	266.6131	264.8387	267.5689	266.8762	267.1804	269.0665	266.6472	270.1883	266.8947	268.274	272.2693	271.3018	269.2387	267.6777	270.4828	268.0304	270.6916	269.6005	270.4996	270.1479	269.9569	270.55	270.3205	270.3469	269.2321	269.0061	268.0515	270.246	267.8441	269.3448	270.1943	269.3929	269.0522	267.1209	269.5058	270.9506	268.6486	271.3551	273.8233	271.4918	272.1252	272.5432	273.4802	273.2497	272.633	269.4319	271.951	269.7722	271.0439	270.1952	272.1819	268.9576	269.6903	270.4196	269.9526	271.5966	273.4883	273.7813	273.4937	271.8549	275.8457	274.104	272.1783	271.1301	271.4341	275.4826	272.5527	273.8904	274.5056	269.5198	273.839	272.2493
313	zntRALE	PM01	F01	M9 minimal media no C source	R2	Gly-Asp	C02871	CAS 4685-12-5	14.4182	17.6715	25.4223	20.5051	20.1078	22.096	26.4874	24.8453	28.423	28.5786	32.0156	34.5601	41.1497	40.0394	43.6077	50.1379	50.4519	52.2398	54.4199	58.3482	67.5444	68.6276	69.7622	78.2072	83.6784	91.3623	95.9387	102.8064	101.1317	113.7887	113.9278	113.8101	116.986	117.7716	125.2917	126.0018	131.7911	134.6296	140.2228	145.659	144.8512	144.9964	146.3665	152.4182	156.9126	159.2078	162.4634	167.3568	166.7403	172.8886	172.59	174.7657	178.6258	182.0092	187.6882	184.8425	189.7684	192.5498	195.761	195.6637	198.3526	201.0018	202.7725	204.8304	209.1415	206.2527	208.3436	212.4183	212.432	214.5993	214.7003	220.3913	220.1441	226.0221	226.0867	227.634	228.6347	228.5665	227.1537	228.0934	232.6907	236.3124	231.5708	235.17	237.1607	237.5375	240.6126	244.2491	241.6868	242.5763	242.1637	243.3041	243.9277	244.6261	245.1458	247.8056	247.7765	247.4769	247.6203	249.675	252.1954	251.4577	251.0283	255.7836	253.7467	253.0233	256.7757	258.5111	256.9839	255.1555	255.4635	256.3068	259.0225	256.6765	259.6685	257.9821	259.3585	259.3952	260.4202	257.7843	263.1873	263.4452	258.5955	259.7617	261.4056	262.8633	256.7592	261.4342	260.853	260.5944	260.7238	258.4425	260.4754	258.6819	259.0483	262.5218	261.1744	260.3884	261.8242	261.9021	260.6228	260.7878	260.7203	259.9852	262.6822	262.0562	263.5533	266.7853	260.0708	263.9283	265.2068	262.9722	261.2702	262.1476	260.9161	265.795	261.7278	260.3127	261.9414	259.5896	263.037	261.8359	262.6403	261.541	262.8244	262.1841	263.89	261.4404	261.7273	266.1545	267.7554	269.5311	267.5034	264.7166	265.3791	268.4967	263.4682	260.9163	263.3486	264.9886	265.6185	260.6266	264.2661	261.3739	261.0366	262.4281	264.5829	265.5133	260.9379	266.5622	266.2543	269.1825	270.3346
314	zntRALE	PM01	F02	M9 minimal media no C source	R1	Citric acid	C00158	CAS 6132-04-3	11.0	11.0	11.0	11.0	12.6297	12.07	13.0086	13.1461	11.5046	12.3318	17.8599	22.7567	26.0531	20.7389	26.8465	28.3185	30.3985	27.5572	28.9306	31.1232	33.1871	29.9396	30.8482	34.8814	33.0222	33.3718	34.4095	34.8303	34.0466	34.4133	36.5121	33.5996	32.84	32.7808	33.1182	34.2969	27.9354	34.1111	32.1872	35.1721	36.9994	32.4685	34.7594	32.5872	40.0667	33.0616	32.6336	31.7317	33.589	28.7284	33.6033	34.6789	34.0804	35.5211	34.1176	34.372	37.3776	30.4223	33.465	34.3193	37.2655	33.6335	38.3572	36.8908	36.8323	33.689	39.0642	37.0833	36.3722	35.3612	36.2357	35.7664	38.2559	38.6449	29.0397	33.7869	36.966	32.1222	30.8314	31.3382	34.059	33.7439	30.421	30.5847	31.5781	34.2705	38.966	35.826	34.7882	36.6866	34.2798	31.3195	35.2931	34.6593	30.6738	35.7733	39.7707	38.9706	34.1087	35.6367	35.9205	36.2187	35.4897	35.9981	36.6928	37.4726	34.006	35.8293	34.4694	33.4549	32.2743	34.6432	34.8883	35.2793	36.8442	33.9878	35.4795	33.3092	33.6307	34.7977	33.0921	34.7506	35.2138	34.8576	34.2947	35.3463	34.0782	33.9765	30.5221	33.4006	33.1649	32.5528	34.7163	32.737	35.3918	34.1655	35.5242	33.0266	33.2485	37.0505	36.7119	31.0502	32.121	26.4244	36.6236	34.4346	32.2116	29.9427	34.4171	27.6876	30.4267	32.2468	36.6175	31.4082	30.2389	33.4648	31.2686	29.4263	33.8138	28.9894	32.9099	32.6244	34.4465	33.2195	33.3616	31.2719	31.8435	33.267	29.5706	34.1958	34.2908	33.6765	29.9593	29.1663	29.6148	29.599	32.1032	35.8264	34.5544	31.0046	34.7572	31.5495	36.6615	28.9147	29.871	32.3016	29.1778	30.1037	28.9655	30.7316	28.7744	28.5254	28.796
315	zntRALE	PM01	F02	M9 minimal media no C source	R2	Citric acid	C00158	CAS 6132-04-3	11.0	16.7634	11.0	14.3637	14.1766	16.9792	17.1717	19.7005	19.6728	20.858	20.9491	20.8904	27.7568	28.1427	35.0056	36.5982	36.266	32.8467	35.492	35.5668	38.3918	37.9076	38.7263	36.3826	36.8228	36.3135	37.1815	37.9594	40.3445	35.2995	38.9829	40.3961	42.2491	38.5658	36.9178	42.7921	35.0711	38.5127	32.6255	36.7576	39.927	41.747	38.4411	36.0887	36.8005	36.7856	37.7302	38.5194	41.8738	42.3668	40.6735	38.7404	37.5886	39.4706	39.9787	37.2405	35.7807	39.4294	36.8218	39.0751	40.3565	41.1071	42.867	41.3867	40.1494	40.307	41.6625	39.5579	42.6153	39.8807	36.5224	41.3321	42.1146	41.0492	36.6875	40.3324	38.5009	38.345	38.9622	35.8418	41.9969	38.5339	36.5468	36.4128	37.1726	39.3482	41.2616	39.1002	43.1447	40.5112	39.2245	41.7141	38.4328	36.1888	41.3457	38.1277	37.9177	39.3483	38.0744	38.1106	39.7676	40.7382	34.5165	38.1535	36.9726	36.2744	37.7969	38.6464	37.1173	41.487	39.6284	37.0844	38.9542	35.1948	35.7573	36.4782	37.4564	38.5445	36.5269	38.2989	35.2517	37.9606	35.2491	37.6308	37.8485	34.059	34.903	34.9251	37.7302	38.9866	37.8983	40.9655	36.9427	36.2078	39.9127	34.7709	40.6802	36.1394	36.2988	33.3515	38.4029	36.8857	36.0378	32.897	37.4405	33.4443	34.6342	34.4396	38.0863	34.6844	34.6736	35.3478	32.4803	34.0555	35.0108	34.7074	34.5561	35.7699	33.2605	38.9769	34.7038	33.7398	33.7867	37.4092	32.311	37.8067	35.2281	38.9668	36.7238	35.3871	35.5069	34.346	34.8836	33.1137	36.507	36.1443	37.2841	33.105	33.7679	36.7547	39.3185	25.7162	36.2073	33.6943	37.6284	35.0445	36.3152	33.8498	31.1557	32.0031	35.518	31.8129	36.3665
316	zntRALE	PM01	F03	M9 minimal media no C source	R1	m-Inositol	C00137	CAS 87-89-8	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	13.5694	15.7412	23.1243	20.8441	24.2986	24.7598	28.9969	27.458	25.9773	26.061	29.8119	33.1373	30.0086	29.5364	31.2943	32.0883	31.3945	30.8944	31.7188	33.7135	35.4782	31.0977	34.4433	36.5613	34.5502	33.3982	32.9773	37.0594	36.3624	37.1649	39.3855	38.566	40.2315	37.8995	31.9662	38.1176	33.8525	37.0634	40.17	35.3242	36.7614	40.2866	39.1766	39.1137	39.0398	36.0812	37.0658	38.6698	40.0542	39.6157	41.4262	40.155	43.9515	39.6835	37.8995	38.2524	39.8841	39.2851	37.3221	39.6908	37.7657	38.6255	44.4557	38.6553	42.485	40.359	38.321	37.7783	38.6792	39.7417	39.6496	36.9158	38.5026	31.2997	36.0962	38.271	41.0518	42.2078	40.4178	42.2633	41.2406	41.5245	39.9937	37.6	40.3634	40.9657	44.6162	41.0629	42.6973	42.6446	42.2966	39.5897	42.7854	40.6043	39.0619	39.3836	43.7357	43.2904	41.9408	36.7357	39.4276	42.5668	43.2832	38.0881	42.1236	43.8873	37.9466	43.8321	43.0154	40.9971	41.9592	44.2715	39.107	40.7021	42.5173	40.0095	45.7643	41.8971	40.0365	38.3939	44.5321	40.8919	44.6464	41.4222	42.6825	42.7716	38.2565	38.2788	40.4635	40.0928	37.4381	40.4214	40.2542	43.1386	43.661	44.9913	41.4758	40.0649	39.0458	43.449	42.4966	36.3567	41.1625	39.7464	43.9704	44.2837	40.1001	40.4236	42.7066	39.9687	39.846	42.7889	41.0613	39.5595	44.1189	38.6743	43.7668	37.5231	45.9046	42.0953	42.0098	39.1996	41.4469	38.4274	40.5824	38.9186	40.5522	44.3272	44.2222	36.8501	37.9442	41.8853	42.0013	39.712	38.474	40.3773	37.9468	41.5367	40.6257	39.9866	35.9833	40.4765	41.0609	38.6407
317	zntRALE	PM01	F03	M9 minimal media no C source	R2	m-Inositol	C00137	CAS 87-89-8	11.0	11.4406	11.8454	11.0625	11.3131	15.8894	12.3437	11.9069	16.9521	20.6534	23.3648	30.2787	30.355	26.5116	31.3686	35.3143	30.1212	35.376	39.2461	39.0082	36.5182	35.714	39.0371	40.4832	39.5793	40.916	42.4493	40.1135	40.5161	41.5196	42.909	41.8346	45.1186	38.444	48.7555	44.5676	39.7351	40.9653	42.8346	44.1214	45.4449	42.7037	44.4733	43.4284	40.7945	41.6953	46.0107	41.3255	47.7816	47.4187	46.7483	46.9311	44.7427	45.6437	44.5684	44.5443	44.5701	44.8951	41.8707	44.1136	44.8307	44.2795	42.7516	44.8949	45.6505	44.6267	46.7788	48.0005	48.422	48.2281	46.2642	48.8345	44.4919	45.4123	45.8465	49.4734	40.1452	45.8527	45.0088	46.9812	45.9751	49.0507	47.4196	44.4827	43.5456	43.3487	49.5276	43.9034	47.8346	43.7337	46.3639	47.5574	44.373	48.6	46.3009	47.4187	44.5011	47.5917	47.1837	46.1711	44.3563	48.4676	45.4646	48.6347	45.4672	45.0597	43.5535	44.0548	41.2166	46.4561	45.3284	46.356	43.3612	44.3956	46.0868	44.501	48.6134	49.2538	44.3433	45.9003	45.3233	44.0971	43.5306	43.6534	44.7953	46.7491	42.8219	44.7828	44.561	48.072	44.5618	46.319	46.2877	43.2398	47.4457	47.4789	48.6511	46.3093	49.5364	46.0022	47.3989	45.0459	48.6922	47.8566	50.0206	45.2312	42.2224	47.7471	46.9186	49.6364	48.8597	45.9601	43.5194	43.9487	43.4316	46.7234	46.4851	48.464	50.5729	47.2305	46.9012	45.8231	45.9993	47.6713	46.414	47.5669	42.6385	43.8942	45.568	47.5385	47.0084	48.8366	41.8693	46.0955	42.2837	48.0167	47.5717	49.0498	44.7307	42.6378	44.5826	43.929	50.1551	43.8174	47.274	48.6271	45.4039	45.6514	44.0899	47.6106	42.7525	46.9693	48.4592
318	zntRALE	PM01	F04	M9 minimal media no C source	R1	D-Threonine	C00820	CAS 632-20-2	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.7455	13.673	15.9219	17.4166	19.0318	23.8722	26.0453	24.7187	27.554	33.5896	29.68	34.46	32.2983	32.8029	36.1366	35.671	39.9829	41.8316	41.8227	41.2243	43.8353	43.0868	40.3995	47.1383	47.1416	43.1574	41.2828	44.1152	42.4756	46.4035	46.4114	47.3423	48.0959	46.7524	47.5419	48.947	49.0112	48.5754	51.8617	51.9346	57.1146	55.6722	52.2828	56.1594	53.9124	53.8934	57.2032	54.2722	56.5816	55.8366	54.1788	56.6487	58.5821	57.4553	58.7842	58.9241	59.4624	60.11	61.8619	61.6153	60.3628	66.8741	61.7247	64.1367	61.2033	62.178	60.1764	61.5185	59.3966	62.9977	66.0425	64.9413	59.8944	60.1208	63.2699	61.8991	65.6118	67.8131	66.888	62.4655	68.4995	66.5919	67.7755	67.6331	66.3993	68.5882	69.6239	70.2143	70.5031	72.1144	71.9789	71.5307	71.0393	73.8931	72.2386	71.0591	72.6694	77.1118	75.9506	72.7805	77.9289	73.5074	70.1973	70.4005	69.7793	72.5448	70.5944	73.5213	77.1671	75.6351	74.4394	74.717	76.4817	77.5572	77.8964	75.8262	74.5361	76.8309	75.4159	76.7216	76.1627	75.5822	76.9958	78.7852	75.8177	80.9804	82.335	79.4139	80.5557	74.4537	80.9628	78.9481	80.3833	77.6704	80.2581	77.5583	79.7885	80.3544	81.7655	79.4682	83.3033	82.8478	77.814	83.4723	78.2518	78.9422	79.6249	81.9434	80.4591	79.5585	80.7214	78.8329	78.8841	80.5529	77.7997	77.9217	83.7271	83.5785	78.1865	79.3143	80.0452	79.7703	72.7058	79.2282	77.9205	77.1328	79.9036	75.8884	77.0545	80.9856	78.3	77.9291	79.5758	81.6613	82.525	78.907	80.2262	78.7825	83.6488	81.3922	83.6692	75.5505	80.4986
